passenger_id,bag_number,bag_type,weight_kgs
e2f03352-3802-450d-ab0f-663805545227,1,canvas_bag,7.6
b9cc2f8b-2777-42b3-9a66-9fa3aa3dfe11,1,small_trunk,17.0
b9cc2f8b-2777-42b3-9a66-9fa3aa3dfe11,2,travel_bag,24.2
b9cc2f8b-2777-42b3-9a66-9fa3aa3dfe11,3,suitcase,19.3
9e21084d-4ab4-476f-802b-96ded745b7b2,1,leather_case,22.1
9e21084d-4ab4-476f-802b-96ded745b7b2,2,suitcase,10.6
9e21084d-4ab4-476f-802b-96ded745b7b2,3,small_trunk,23.7
c4b88359-5c4f-4760-aab3-f499a04b51c6,1,small_suitcase,24.0
9f3d2647-569f-43f8-8d5c-2ba6afdeeab0,1,suitcase,44.7
9f3d2647-569f-43f8-8d5c-2ba6afdeeab0,2,jewelry_case,45.2
9f3d2647-569f-43f8-8d5c-2ba6afdeeab0,3,jewelry_case,17.0
1ed737c1-1dce-4ca1-96a3-dd4c95556299,1,small_suitcase,15.7
0ce78cd0-2ca1-408b-ae3d-c4e1bbf013fb,1,cloth_bundle,11.7
79507ff7-7fa6-4c59-9b25-192e87d2458c,1,canvas_bag,16.3
827a11d9-04e9-4074-962b-65339f16ab54,1,suitcase,34.3
827a11d9-04e9-4074-962b-65339f16ab54,2,hat_box,28.3
827a11d9-04e9-4074-962b-65339f16ab54,3,hat_box,48.7
46ddcb61-0c04-47b6-9107-a062a82b41fa,1,small_suitcase,16.1
5e78bb80-9be5-4367-98bb-f59e96c316f4,1,canvas_bag,8.0
5e78bb80-9be5-4367-98bb-f59e96c316f4,2,cloth_bundle,6.8
cf4ff8bc-f064-49a8-bc3b-05cb56c31d92,1,hat_box,40.3
cf4ff8bc-f064-49a8-bc3b-05cb56c31d92,2,wardrobe_trunk,20.8
cf4ff8bc-f064-49a8-bc3b-05cb56c31d92,3,trunk,17.2
14e7668c-c4d6-4cdc-8251-1d5d0f62f3af,1,wardrobe_trunk,28.3
14e7668c-c4d6-4cdc-8251-1d5d0f62f3af,2,jewelry_case,33.5
14e7668c-c4d6-4cdc-8251-1d5d0f62f3af,3,wardrobe_trunk,45.5
8083c78e-a3bd-43dc-ba9b-e0c83af75312,1,duffel_bag,15.5
45d7967a-c215-4735-b145-5d9599102d06,1,small_trunk,19.8
45d7967a-c215-4735-b145-5d9599102d06,2,suitcase,32.4
45d7967a-c215-4735-b145-5d9599102d06,3,small_trunk,21.4
abd59e83-7498-40a1-b250-385e4541c3e2,1,suitcase,29.4
abd59e83-7498-40a1-b250-385e4541c3e2,2,jewelry_case,46.4
abd59e83-7498-40a1-b250-385e4541c3e2,3,suitcase,28.6
40be1512-f7fb-4c42-80a6-c510d55d15c8,1,trunk,31.5
40be1512-f7fb-4c42-80a6-c510d55d15c8,2,wardrobe_trunk,15.5
40be1512-f7fb-4c42-80a6-c510d55d15c8,3,hat_box,21.6
40be1512-f7fb-4c42-80a6-c510d55d15c8,4,hat_box,17.4
40be1512-f7fb-4c42-80a6-c510d55d15c8,5,jewelry_case,35.7
77dd9f59-9055-4531-8678-ab010e17df35,1,cloth_bundle,16.3
29dbeaa4-25bd-44fb-b037-5fab42d8f510,1,duffel_bag,23.9
cacb0b79-dd72-4f75-a4a4-687f1098af74,1,cloth_bundle,9.7
a00737e8-52fc-43af-9675-82d76438b466,1,cloth_bundle,22.6
d4649521-ea99-499e-ae92-718824299df2,1,cloth_bundle,6.9
dde74231-103e-44dd-af35-6f5b13d7dbed,1,leather_case,33.0
dde74231-103e-44dd-af35-6f5b13d7dbed,2,travel_bag,33.9
8afde8cf-b597-4784-8728-aa27ac394e09,1,cloth_bundle,23.3
baf0c757-c7f3-4bcf-aef4-88db7cad1e4a,1,suitcase,21.6
d7ba2ec6-8348-4c88-b685-61bbbcf0440f,1,duffel_bag,5.1
d7ba2ec6-8348-4c88-b685-61bbbcf0440f,2,cloth_bundle,14.9
0d0596f8-b755-4d2b-8785-9d99cab87fc0,1,canvas_bag,20.4
40ac5be0-49eb-4a19-a7bd-5bbbb77a7097,1,canvas_bag,12.6
0ec8adf1-1bd4-476f-b213-82eb38d1f939,1,canvas_bag,19.0
6aa375c9-5329-43f8-b1e7-0b7299c45402,1,duffel_bag,14.9
e0453653-d562-4e83-8eff-7b23499af1cd,1,small_suitcase,18.6
e0453653-d562-4e83-8eff-7b23499af1cd,2,duffel_bag,8.6
70fcffa2-4dfb-4421-ae87-89a26cab62df,1,cloth_bundle,8.0
ca906c3e-37ce-43f6-a465-f45374a0d90c,1,cloth_bundle,6.3
ca906c3e-37ce-43f6-a465-f45374a0d90c,2,duffel_bag,24.8
c941453d-96be-4e28-93e2-4f57159fecea,1,suitcase,18.9
c941453d-96be-4e28-93e2-4f57159fecea,2,hat_box,17.3
c941453d-96be-4e28-93e2-4f57159fecea,3,suitcase,45.2
ae1babd1-fd1a-47e5-bdb9-8592a4c3c2a2,1,leather_case,21.7
ae1babd1-fd1a-47e5-bdb9-8592a4c3c2a2,2,travel_bag,34.7
ae1babd1-fd1a-47e5-bdb9-8592a4c3c2a2,3,small_trunk,16.4
6208f084-a12a-46e8-90b0-783bc25775e4,1,hat_box,23.5
6208f084-a12a-46e8-90b0-783bc25775e4,2,suitcase,19.6
6208f084-a12a-46e8-90b0-783bc25775e4,3,wardrobe_trunk,44.4
dab0b8e1-a724-4bc0-af1b-0c9adc86cfa9,1,trunk,47.2
dab0b8e1-a724-4bc0-af1b-0c9adc86cfa9,2,jewelry_case,33.8
dab0b8e1-a724-4bc0-af1b-0c9adc86cfa9,3,suitcase,48.4
dab0b8e1-a724-4bc0-af1b-0c9adc86cfa9,4,jewelry_case,17.2
dab0b8e1-a724-4bc0-af1b-0c9adc86cfa9,5,jewelry_case,49.1
456a6e7c-5a2f-4bbd-8f6f-cb14f45c70ff,1,suitcase,23.3
456a6e7c-5a2f-4bbd-8f6f-cb14f45c70ff,2,leather_case,23.2
07a00ab5-eee7-4272-91c8-0aa7e4729309,1,cloth_bundle,9.8
07a00ab5-eee7-4272-91c8-0aa7e4729309,2,canvas_bag,14.1
885c5793-4f04-4d9d-aa8b-567ecfa8f22f,1,suitcase,19.9
885c5793-4f04-4d9d-aa8b-567ecfa8f22f,2,suitcase,13.0
e68d0f60-2335-4e90-bf0a-f2d2e1108447,1,small_suitcase,3.3
eb8a092b-510e-4017-a655-7c5c7af425fb,1,cloth_bundle,17.2
eb8a092b-510e-4017-a655-7c5c7af425fb,2,small_suitcase,13.4
585c79af-846c-4853-866e-36900e79d7b3,1,suitcase,41.6
585c79af-846c-4853-866e-36900e79d7b3,2,wardrobe_trunk,34.2
585c79af-846c-4853-866e-36900e79d7b3,3,jewelry_case,44.4
585c79af-846c-4853-866e-36900e79d7b3,4,wardrobe_trunk,25.6
5da72f87-af29-4bbc-9241-cd17201b3cb7,1,trunk,45.0
5da72f87-af29-4bbc-9241-cd17201b3cb7,2,suitcase,45.5
5da72f87-af29-4bbc-9241-cd17201b3cb7,3,hat_box,31.3
5da72f87-af29-4bbc-9241-cd17201b3cb7,4,trunk,45.2
5da72f87-af29-4bbc-9241-cd17201b3cb7,5,trunk,46.5
28e45d89-9e22-423e-8fca-d337b294ebbe,1,canvas_bag,10.0
b6dd6533-8864-41c8-9fc0-a317ffc875d9,1,hat_box,31.0
b6dd6533-8864-41c8-9fc0-a317ffc875d9,2,wardrobe_trunk,15.9
b6dd6533-8864-41c8-9fc0-a317ffc875d9,3,hat_box,28.5
b6dd6533-8864-41c8-9fc0-a317ffc875d9,4,suitcase,36.8
b6dd6533-8864-41c8-9fc0-a317ffc875d9,5,suitcase,29.1
33c98a98-c096-4694-91e0-3aa062f7df00,1,duffel_bag,9.1
33c98a98-c096-4694-91e0-3aa062f7df00,2,canvas_bag,20.1
929ad580-2688-4f34-bf0d-71a05615b088,1,leather_case,19.2
929ad580-2688-4f34-bf0d-71a05615b088,2,travel_bag,28.1
929ad580-2688-4f34-bf0d-71a05615b088,3,suitcase,32.6
4ea9c9a6-b569-4411-8822-de5610d7aaf8,1,canvas_bag,9.2
840c8665-cc61-4823-bdc6-e266667b5972,1,small_suitcase,15.6
2f4ca325-3fb9-45e7-90b4-4556d0b61cb9,1,duffel_bag,9.9
2f4ca325-3fb9-45e7-90b4-4556d0b61cb9,2,cloth_bundle,11.9
c9d8b34c-6c63-4621-8c65-0fcd7d74de5c,1,small_trunk,13.9
c9d8b34c-6c63-4621-8c65-0fcd7d74de5c,2,travel_bag,15.3
39f56c66-e94b-4763-a87a-13d3b0a07612,1,duffel_bag,21.7
39f56c66-e94b-4763-a87a-13d3b0a07612,2,cloth_bundle,17.7
64e107ff-c530-4036-909c-032545755c65,1,leather_case,17.2
64e107ff-c530-4036-909c-032545755c65,2,travel_bag,14.0
b85ba599-d6ee-4d03-a0d5-26dea5f9a765,1,small_suitcase,19.8
e6df903c-75da-474d-999d-5a96e1f0b42a,1,canvas_bag,7.9
72091778-1bc6-480a-8e98-6c866cfc1f90,1,duffel_bag,11.4
72091778-1bc6-480a-8e98-6c866cfc1f90,2,duffel_bag,22.5
07c71a22-da4b-4de4-a3d0-f84c77c3fe71,1,canvas_bag,19.8
07c71a22-da4b-4de4-a3d0-f84c77c3fe71,2,small_suitcase,11.6
8854c224-1569-4d42-b039-39c8fab56a13,1,cloth_bundle,16.4
e0aaeef1-ff54-4785-b81c-c6f98dd52bd6,1,suitcase,21.1
e9aa324d-7416-4ca1-a521-9f5c31a99005,1,duffel_bag,10.9
46c34c9f-dc96-4d9c-bafa-20343e6631aa,1,canvas_bag,6.3
12e18756-8d18-4a63-b048-3f26f8285a6d,1,cloth_bundle,8.9
12e18756-8d18-4a63-b048-3f26f8285a6d,2,duffel_bag,22.0
98ac6149-adde-4631-b20d-6cdff49506a7,1,canvas_bag,5.5
98ac6149-adde-4631-b20d-6cdff49506a7,2,cloth_bundle,11.9
52963c54-8c61-4bde-8e4c-73e0faa76d1a,1,hat_box,28.0
52963c54-8c61-4bde-8e4c-73e0faa76d1a,2,suitcase,47.4
52963c54-8c61-4bde-8e4c-73e0faa76d1a,3,trunk,25.7
52963c54-8c61-4bde-8e4c-73e0faa76d1a,4,trunk,19.6
74689c11-70b5-4ec3-b646-c191c63adb4a,1,small_trunk,13.9
74689c11-70b5-4ec3-b646-c191c63adb4a,2,suitcase,20.6
892a4d1b-a5e1-484f-b570-7dc1afbe56f0,1,canvas_bag,24.9
892a4d1b-a5e1-484f-b570-7dc1afbe56f0,2,duffel_bag,8.0
ca6a505b-30d3-4969-80f8-e54b7080a6f8,1,small_suitcase,17.4
2956febd-4da9-4c39-b689-84803dbbca57,1,canvas_bag,8.0
7b102a9b-d25d-4eba-b7d0-d3c29129515e,1,suitcase,32.2
7b102a9b-d25d-4eba-b7d0-d3c29129515e,2,hat_box,16.1
7b102a9b-d25d-4eba-b7d0-d3c29129515e,3,hat_box,40.7
e4a75e76-0b31-4ed2-902d-39abfc5a1b41,1,duffel_bag,20.7
5d08e5f0-8c77-4aa9-b20d-05eacc82a117,1,canvas_bag,9.0
a938bd6a-252e-4c54-b533-03da40fa2d4c,1,canvas_bag,22.2
976485ec-87e8-435b-90f7-bed832e5d856,1,hat_box,35.7
976485ec-87e8-435b-90f7-bed832e5d856,2,wardrobe_trunk,40.5
976485ec-87e8-435b-90f7-bed832e5d856,3,suitcase,46.2
0d73dbb3-621a-4fe6-ae08-d2eb0e7fe00e,1,cloth_bundle,5.4
0d73dbb3-621a-4fe6-ae08-d2eb0e7fe00e,2,duffel_bag,5.7
cb3bb976-e33e-410d-915e-e97793ca930c,1,cloth_bundle,11.2
cb3bb976-e33e-410d-915e-e97793ca930c,2,duffel_bag,23.6
750b4cc0-989b-4b82-ac26-bccd4753d7f2,1,canvas_bag,11.5
2f1dda51-0f77-4c55-b978-59642c875aa6,1,suitcase,49.3
2f1dda51-0f77-4c55-b978-59642c875aa6,2,wardrobe_trunk,33.6
2f1dda51-0f77-4c55-b978-59642c875aa6,3,jewelry_case,41.1
2f1dda51-0f77-4c55-b978-59642c875aa6,4,trunk,19.7
f9cb96a8-0e19-4f75-8ae6-77ba665a4d82,1,hat_box,22.2
f9cb96a8-0e19-4f75-8ae6-77ba665a4d82,2,suitcase,25.5
f9cb96a8-0e19-4f75-8ae6-77ba665a4d82,3,suitcase,45.2
8ce55c96-d8ea-48e3-8d6d-b76edc5f905d,1,leather_case,30.4
8ce55c96-d8ea-48e3-8d6d-b76edc5f905d,2,leather_case,31.4
8ce55c96-d8ea-48e3-8d6d-b76edc5f905d,3,small_trunk,22.3
1ae8b5c8-156f-494a-b852-e2c1587f8919,1,small_trunk,24.9
1ae8b5c8-156f-494a-b852-e2c1587f8919,2,suitcase,21.5
f4d1b21f-91af-42b1-92ae-c6dc14e2f135,1,cloth_bundle,24.0
f4d1b21f-91af-42b1-92ae-c6dc14e2f135,2,duffel_bag,8.1
33effb3d-480e-4461-a14d-e9a6c94c953c,1,canvas_bag,22.5
33effb3d-480e-4461-a14d-e9a6c94c953c,2,canvas_bag,16.0
842ce610-cedc-401f-9fc6-0eeaed6f62d9,1,trunk,30.9
842ce610-cedc-401f-9fc6-0eeaed6f62d9,2,suitcase,44.1
842ce610-cedc-401f-9fc6-0eeaed6f62d9,3,wardrobe_trunk,33.6
842ce610-cedc-401f-9fc6-0eeaed6f62d9,4,hat_box,35.3
c1da0078-a66d-4bfa-9b48-494da107b478,1,small_suitcase,20.5
96784015-28ff-4a29-8061-2fa4b1aecbfc,1,cloth_bundle,7.6
52ede9ed-44c7-47e7-9dfa-f368da614c2d,1,duffel_bag,9.8
874d4f64-2319-4df9-9fa9-c32b2b7b4f69,1,canvas_bag,12.0
e94fc7fc-31b1-495b-8f73-2b2fa1de184c,1,small_suitcase,9.6
e94fc7fc-31b1-495b-8f73-2b2fa1de184c,2,small_suitcase,16.7
1eee7004-e746-4576-9202-b0a5c19d3312,1,duffel_bag,23.4
1eee7004-e746-4576-9202-b0a5c19d3312,2,duffel_bag,17.8
a013772f-93cb-430a-b86c-16c97ae298f0,1,small_suitcase,23.8
a013772f-93cb-430a-b86c-16c97ae298f0,2,duffel_bag,11.5
731d8ce9-c5dd-4a06-b488-78d81dd7d5ff,1,wardrobe_trunk,40.2
731d8ce9-c5dd-4a06-b488-78d81dd7d5ff,2,hat_box,34.5
731d8ce9-c5dd-4a06-b488-78d81dd7d5ff,3,suitcase,40.1
4b7a7bec-bd8d-4e27-829d-3fafc51448ea,1,cloth_bundle,7.0
ccbab1d3-1402-41de-9a1c-64fabf2c9c9d,1,canvas_bag,16.3
a2ea798f-e8f4-419e-b99d-b80211211f94,1,canvas_bag,12.0
751228af-19b3-4ff8-8c43-32191ce33a72,1,canvas_bag,9.1
751228af-19b3-4ff8-8c43-32191ce33a72,2,canvas_bag,22.2
e4c7b64e-37fd-4fd6-b1e4-2c7c0910af4a,1,duffel_bag,23.6
054c3dcf-26ba-420f-80f7-261499784b84,1,canvas_bag,12.2
581b8975-6b97-416b-81e0-6edc02b45e33,1,suitcase,34.7
581b8975-6b97-416b-81e0-6edc02b45e33,2,travel_bag,32.5
581b8975-6b97-416b-81e0-6edc02b45e33,3,leather_case,32.2
e8281711-bced-43bc-98d1-0e84e121a133,1,suitcase,38.7
e8281711-bced-43bc-98d1-0e84e121a133,2,trunk,31.2
e8281711-bced-43bc-98d1-0e84e121a133,3,suitcase,39.4
e8281711-bced-43bc-98d1-0e84e121a133,4,trunk,16.5
e8281711-bced-43bc-98d1-0e84e121a133,5,wardrobe_trunk,21.2
3303d873-fe93-48a1-9195-3c506411faab,1,small_suitcase,13.3
39d49580-dd0d-4e42-af4c-2a0b2819ec03,1,leather_case,29.4
39d49580-dd0d-4e42-af4c-2a0b2819ec03,2,small_trunk,24.3
40e02932-8f64-44f4-b4c7-3a98e7375467,1,duffel_bag,21.6
b2bb29dc-c460-49ec-8e15-b2056fed6d98,1,leather_case,31.3
b2bb29dc-c460-49ec-8e15-b2056fed6d98,2,travel_bag,33.0
61f54301-782c-4189-a5e9-7dfe3c3061e1,1,leather_case,28.7
61f54301-782c-4189-a5e9-7dfe3c3061e1,2,small_trunk,33.3
f326e319-e3f1-4e1f-863b-e6bbb148bfc5,1,suitcase,17.7
f326e319-e3f1-4e1f-863b-e6bbb148bfc5,2,wardrobe_trunk,47.9
f326e319-e3f1-4e1f-863b-e6bbb148bfc5,3,suitcase,30.4
f326e319-e3f1-4e1f-863b-e6bbb148bfc5,4,suitcase,44.3
f326e319-e3f1-4e1f-863b-e6bbb148bfc5,5,jewelry_case,20.0
b80864ad-1723-4f5d-b298-c19df178c941,1,cloth_bundle,6.7
b80864ad-1723-4f5d-b298-c19df178c941,2,canvas_bag,24.8
f8339cb4-3bde-4677-9d83-3996ed8f925f,1,duffel_bag,17.1
f8339cb4-3bde-4677-9d83-3996ed8f925f,2,cloth_bundle,24.4
e2563f00-8823-43f7-8dd5-b5bc1f77ffb9,1,cloth_bundle,5.5
ba6fd484-6b6e-4b16-ac25-745fd3a9a4e5,1,cloth_bundle,19.4
b2ba5305-3931-4874-aa64-fcbd7b71a600,1,canvas_bag,6.0
b2ba5305-3931-4874-aa64-fcbd7b71a600,2,canvas_bag,16.1
62c5e87d-963a-455a-aef6-d6aae989435d,1,duffel_bag,24.3
62c5e87d-963a-455a-aef6-d6aae989435d,2,cloth_bundle,24.8
a7bfd8f5-41a7-4903-942a-9aad73530e27,1,duffel_bag,12.6
d4ceb3f7-c206-4dab-85db-85a94987d541,1,cloth_bundle,7.8
d4ceb3f7-c206-4dab-85db-85a94987d541,2,cloth_bundle,22.0
9066bdf1-522f-47ec-91c6-04a5cb6acf42,1,leather_case,31.9
9066bdf1-522f-47ec-91c6-04a5cb6acf42,2,leather_case,11.0
0cdfb1ac-ecf9-42b6-bfd8-39acf8f41726,1,leather_case,19.3
0cdfb1ac-ecf9-42b6-bfd8-39acf8f41726,2,small_trunk,24.6
f7d708c2-8dcc-4e4a-ad12-99abb9f06ba0,1,travel_bag,18.3
f7d708c2-8dcc-4e4a-ad12-99abb9f06ba0,2,suitcase,15.2
c2aa74a0-4258-486e-bbdc-a03e2811e1ad,1,wardrobe_trunk,49.8
c2aa74a0-4258-486e-bbdc-a03e2811e1ad,2,hat_box,39.5
c2aa74a0-4258-486e-bbdc-a03e2811e1ad,3,suitcase,37.9
c2aa74a0-4258-486e-bbdc-a03e2811e1ad,4,hat_box,31.1
5918beb0-2660-4328-8a59-905a6e1663ae,1,wardrobe_trunk,37.5
5918beb0-2660-4328-8a59-905a6e1663ae,2,hat_box,20.0
5918beb0-2660-4328-8a59-905a6e1663ae,3,trunk,29.0
5918beb0-2660-4328-8a59-905a6e1663ae,4,jewelry_case,24.7
3e89ca0e-19ef-4abb-b08e-8281772127f2,1,duffel_bag,5.5
3e89ca0e-19ef-4abb-b08e-8281772127f2,2,small_suitcase,16.9
48b8c00a-39fd-485e-bbe8-ddc7bd688ffa,1,hat_box,42.0
48b8c00a-39fd-485e-bbe8-ddc7bd688ffa,2,jewelry_case,27.3
48b8c00a-39fd-485e-bbe8-ddc7bd688ffa,3,jewelry_case,36.8
48b8c00a-39fd-485e-bbe8-ddc7bd688ffa,4,trunk,49.6
48b8c00a-39fd-485e-bbe8-ddc7bd688ffa,5,wardrobe_trunk,43.8
a4efc4cc-9377-489a-90fe-ac2b39403d57,1,small_suitcase,21.8
a4efc4cc-9377-489a-90fe-ac2b39403d57,2,cloth_bundle,12.1
8b82225b-3168-49c8-969b-383d5785e95b,1,small_suitcase,21.1
8b82225b-3168-49c8-969b-383d5785e95b,2,canvas_bag,21.9
ea151dbb-d9d1-426d-8566-b9f04aa06fba,1,small_suitcase,14.7
f3be7755-9e1b-4235-b7a9-80c390703235,1,duffel_bag,8.6
71d9d467-f777-450f-aa31-afc994645c33,1,leather_case,10.0
71d9d467-f777-450f-aa31-afc994645c33,2,leather_case,16.2
71d9d467-f777-450f-aa31-afc994645c33,3,small_trunk,12.0
4ada677f-bcb7-42c6-8ecd-c7aa26895cd1,1,suitcase,26.5
4ada677f-bcb7-42c6-8ecd-c7aa26895cd1,2,travel_bag,31.1
e7b936eb-0d44-4a25-8832-064c84b0a5c8,1,canvas_bag,16.4
e7b936eb-0d44-4a25-8832-064c84b0a5c8,2,cloth_bundle,21.9
8af8e7d6-2c19-48e2-b7c2-e42214e5d912,1,canvas_bag,4.6
8c9ddabb-138d-4478-acf8-100fa58338c9,1,small_trunk,19.3
8c9ddabb-138d-4478-acf8-100fa58338c9,2,suitcase,29.7
71df81ae-6e64-4133-945c-fbf8652728f5,1,travel_bag,25.7
71df81ae-6e64-4133-945c-fbf8652728f5,2,travel_bag,21.8
0ee0a6ce-7ad4-47a7-8819-16bd35fccd7e,1,small_trunk,32.0
0ee0a6ce-7ad4-47a7-8819-16bd35fccd7e,2,travel_bag,13.1
0a668bd1-3d30-4b53-b18f-29811bfc9ab6,1,jewelry_case,24.2
0a668bd1-3d30-4b53-b18f-29811bfc9ab6,2,jewelry_case,18.0
0a668bd1-3d30-4b53-b18f-29811bfc9ab6,3,suitcase,43.3
ac350a01-3a4a-4095-a5db-336b048ee6ec,1,canvas_bag,12.9
ac350a01-3a4a-4095-a5db-336b048ee6ec,2,duffel_bag,7.9
d78d641b-37eb-4eca-b851-d7a08c2abd84,1,duffel_bag,19.0
da3f64cb-ce3a-4fe2-a39d-3ca030d1fc4a,1,duffel_bag,6.8
da3f64cb-ce3a-4fe2-a39d-3ca030d1fc4a,2,small_suitcase,20.1
6ff2c79e-7d8f-4abb-be23-9470b4c89407,1,suitcase,36.8
6ff2c79e-7d8f-4abb-be23-9470b4c89407,2,jewelry_case,32.4
6ff2c79e-7d8f-4abb-be23-9470b4c89407,3,jewelry_case,15.9
df46e46b-eff7-47b6-956c-0384495de6ba,1,small_suitcase,24.8
df46e46b-eff7-47b6-956c-0384495de6ba,2,duffel_bag,20.7
267068bb-1c46-4114-9460-fe9b6ab54dda,1,canvas_bag,17.5
10726dc0-5eb1-4e07-8241-6e3765f3be29,1,small_suitcase,20.7
6f58f822-7914-4673-8eae-89b0cfc855ad,1,cloth_bundle,16.0
cb47c3e0-47da-480f-9029-ab4210d405d7,1,canvas_bag,16.2
cb47c3e0-47da-480f-9029-ab4210d405d7,2,small_suitcase,12.2
c0fd6661-e1a3-46a9-bf40-fef0cfafc049,1,small_trunk,20.1
c0fd6661-e1a3-46a9-bf40-fef0cfafc049,2,small_trunk,27.4
c0fd6661-e1a3-46a9-bf40-fef0cfafc049,3,suitcase,27.7
43733f2b-77d3-4be4-ae77-10df40a347f7,1,duffel_bag,17.8
43733f2b-77d3-4be4-ae77-10df40a347f7,2,canvas_bag,22.5
05dad57e-e674-4900-b93b-bb4f569ff0c8,1,canvas_bag,12.0
05dad57e-e674-4900-b93b-bb4f569ff0c8,2,duffel_bag,23.8
3e8042bf-a4da-4e14-aa6d-64a14d78939e,1,duffel_bag,14.0
0e75fd4b-d9de-41e3-9e74-b55465af09d3,1,canvas_bag,6.7
fca49016-216f-483c-a1fa-51e8790d7eac,1,jewelry_case,40.7
fca49016-216f-483c-a1fa-51e8790d7eac,2,suitcase,34.2
fca49016-216f-483c-a1fa-51e8790d7eac,3,wardrobe_trunk,26.9
fca49016-216f-483c-a1fa-51e8790d7eac,4,jewelry_case,49.9
c0dc562b-270f-4d0a-81b3-47905c764a74,1,canvas_bag,8.8
c0dc562b-270f-4d0a-81b3-47905c764a74,2,cloth_bundle,6.1
acaf6050-154b-4d81-8ea3-6f2fc4fb6b8f,1,hat_box,41.2
acaf6050-154b-4d81-8ea3-6f2fc4fb6b8f,2,suitcase,18.6
acaf6050-154b-4d81-8ea3-6f2fc4fb6b8f,3,jewelry_case,29.9
acaf6050-154b-4d81-8ea3-6f2fc4fb6b8f,4,trunk,33.1
acaf6050-154b-4d81-8ea3-6f2fc4fb6b8f,5,hat_box,34.6
bc84c8be-3a40-4919-adb4-46d7858109c4,1,cloth_bundle,7.4
bc84c8be-3a40-4919-adb4-46d7858109c4,2,duffel_bag,6.4
20c9c59e-ac8d-4144-bb48-892a753f3b47,1,trunk,24.0
20c9c59e-ac8d-4144-bb48-892a753f3b47,2,hat_box,30.2
20c9c59e-ac8d-4144-bb48-892a753f3b47,3,suitcase,44.6
20c9c59e-ac8d-4144-bb48-892a753f3b47,4,hat_box,36.0
20c9c59e-ac8d-4144-bb48-892a753f3b47,5,jewelry_case,17.3
2cf5f604-d06b-471a-8822-9d969705e033,1,canvas_bag,9.8
d4bf5ab1-f1bd-4d82-bbe3-2962a6d53684,1,canvas_bag,10.8
