passenger_id,survived,sex,age,sibsp,parch,fare,class,embark_town
d7ba2ec6-8348-4c88-b685-61bbbcf0440f,1,female,19.0,0,0,7.8792,Third,Queenstown
0d0596f8-b755-4d2b-8785-9d99cab87fc0,0,male,,0,0,8.05,Third,Southampton
40ac5be0-49eb-4a19-a7bd-5bbbb77a7097,0,male,,1,0,15.5,Third,Queenstown
0ec8adf1-1bd4-476f-b213-82eb38d1f939,1,female,,0,0,7.75,Third,Queenstown
6aa375c9-5329-43f8-b1e7-0b7299c45402,0,male,,2,0,21.6792,Third,Cherbourg
e0453653-d562-4e83-8eff-7b23499af1cd,0,female,18.0,1,0,17.8,Third,Southampton
70fcffa2-4dfb-4421-ae87-89a26cab62df,0,male,7.0,4,1,39.6875,Third,Southampton
ca906c3e-37ce-43f6-a465-f45374a0d90c,0,male,21.0,0,0,7.8,Third,Southampton
c941453d-96be-4e28-93e2-4f57159fecea,1,female,49.0,1,0,76.7292,First,Cherbourg
ae1babd1-fd1a-47e5-bdb9-8592a4c3c2a2,1,female,29.0,1,0,26.0,Second,Southampton
6208f084-a12a-46e8-90b0-783bc25775e4,0,male,65.0,0,1,61.9792,First,Cherbourg
dab0b8e1-a724-4bc0-af1b-0c9adc86cfa9,1,male,,0,0,35.5,First,Southampton
456a6e7c-5a2f-4bbd-8f6f-cb14f45c70ff,1,female,21.0,0,0,10.5,Second,Southampton
07a00ab5-eee7-4272-91c8-0aa7e4729309,0,male,28.5,0,0,7.2292,Third,Cherbourg
885c5793-4f04-4d9d-aa8b-567ecfa8f22f,1,female,5.0,1,2,27.75,Second,Southampton
e68d0f60-2335-4e90-bf0a-f2d2e1108447,0,male,11.0,5,2,46.9,Third,Southampton
eb8a092b-510e-4017-a655-7c5c7af425fb,0,male,22.0,0,0,7.2292,Third,Cherbourg
585c79af-846c-4853-866e-36900e79d7b3,1,female,38.0,0,0,80.0,First,
5da72f87-af29-4bbc-9241-cd17201b3cb7,0,male,45.0,1,0,83.475,First,Southampton
28e45d89-9e22-423e-8fca-d337b294ebbe,0,male,4.0,3,2,27.9,Third,Southampton
b6dd6533-8864-41c8-9fc0-a317ffc875d9,0,male,,0,0,27.7208,First,Cherbourg
33c98a98-c096-4694-91e0-3aa062f7df00,1,male,,1,1,15.2458,Third,Cherbourg
929ad580-2688-4f34-bf0d-71a05615b088,1,female,29.0,0,0,10.5,Second,Southampton
4ea9c9a6-b569-4411-8822-de5610d7aaf8,0,male,19.0,0,0,8.1583,Third,Southampton
840c8665-cc61-4823-bdc6-e266667b5972,1,female,17.0,4,2,7.925,Third,Southampton
2f4ca325-3fb9-45e7-90b4-4556d0b61cb9,0,male,26.0,2,0,8.6625,Third,Southampton
c9d8b34c-6c63-4621-8c65-0fcd7d74de5c,0,male,32.0,0,0,10.5,Second,Southampton
39f56c66-e94b-4763-a87a-13d3b0a07612,0,female,16.0,5,2,46.9,Third,Southampton
64e107ff-c530-4036-909c-032545755c65,0,male,21.0,0,0,73.5,Second,Southampton
b85ba599-d6ee-4d03-a0d5-26dea5f9a765,0,male,26.0,1,0,14.4542,Third,Cherbourg
e6df903c-75da-474d-999d-5a96e1f0b42a,1,male,32.0,0,0,56.4958,Third,Southampton
72091778-1bc6-480a-8e98-6c866cfc1f90,0,male,25.0,0,0,7.65,Third,Southampton
07c71a22-da4b-4de4-a3d0-f84c77c3fe71,0,male,,0,0,7.8958,Third,Southampton
8854c224-1569-4d42-b039-39c8fab56a13,0,male,,0,0,8.05,Third,Southampton
e0aaeef1-ff54-4785-b81c-c6f98dd52bd6,1,male,0.83,0,2,29.0,Second,Southampton
e9aa324d-7416-4ca1-a521-9f5c31a99005,1,female,30.0,0,0,12.475,Third,Southampton
46c34c9f-dc96-4d9c-bafa-20343e6631aa,0,male,22.0,0,0,9.0,Third,Southampton
12e18756-8d18-4a63-b048-3f26f8285a6d,1,male,29.0,0,0,9.5,Third,Southampton
98ac6149-adde-4631-b20d-6cdff49506a7,1,female,,0,0,7.7875,Third,Queenstown
52963c54-8c61-4bde-8e4c-73e0faa76d1a,0,male,28.0,0,0,47.1,First,Southampton
74689c11-70b5-4ec3-b646-c191c63adb4a,1,female,17.0,0,0,10.5,Second,Southampton
892a4d1b-a5e1-484f-b570-7dc1afbe56f0,1,female,33.0,3,0,15.85,Third,Southampton
ca6a505b-30d3-4969-80f8-e54b7080a6f8,0,male,16.0,1,3,34.375,Third,Southampton
2956febd-4da9-4c39-b689-84803dbbca57,0,male,,0,0,8.05,Third,Southampton
7b102a9b-d25d-4eba-b7d0-d3c29129515e,1,female,23.0,3,2,263.0,First,Southampton
e4a75e76-0b31-4ed2-902d-39abfc5a1b41,0,male,24.0,0,0,8.05,Third,Southampton
5d08e5f0-8c77-4aa9-b20d-05eacc82a117,0,male,29.0,0,0,8.05,Third,Southampton
a938bd6a-252e-4c54-b533-03da40fa2d4c,0,male,20.0,0,0,7.8542,Third,Southampton
976485ec-87e8-435b-90f7-bed832e5d856,0,male,46.0,1,0,61.175,First,Southampton
0d73dbb3-621a-4fe6-ae08-d2eb0e7fe00e,0,male,26.0,1,2,20.575,Third,Southampton
cb3bb976-e33e-410d-915e-e97793ca930c,0,male,59.0,0,0,7.25,Third,Southampton
750b4cc0-989b-4b82-ac26-bccd4753d7f2,0,male,,0,0,8.05,Third,Southampton
2f1dda51-0f77-4c55-b978-59642c875aa6,0,male,71.0,0,0,34.6542,First,Cherbourg
f9cb96a8-0e19-4f75-8ae6-77ba665a4d82,1,male,23.0,0,1,63.3583,First,Cherbourg
8ce55c96-d8ea-48e3-8d6d-b76edc5f905d,1,female,34.0,0,1,23.0,Second,Southampton
1ae8b5c8-156f-494a-b852-e2c1587f8919,0,male,34.0,1,0,26.0,Second,Southampton
f4d1b21f-91af-42b1-92ae-c6dc14e2f135,0,female,28.0,0,0,7.8958,Third,Southampton
33effb3d-480e-4461-a14d-e9a6c94c953c,0,male,,0,0,7.8958,Third,Southampton
842ce610-cedc-401f-9fc6-0eeaed6f62d9,0,male,21.0,0,1,77.2875,First,Southampton
c1da0078-a66d-4bfa-9b48-494da107b478,0,male,33.0,0,0,8.6542,Third,Southampton
96784015-28ff-4a29-8061-2fa4b1aecbfc,0,male,37.0,2,0,7.925,Third,Southampton
52ede9ed-44c7-47e7-9dfa-f368da614c2d,0,male,28.0,0,0,7.8958,Third,Southampton
874d4f64-2319-4df9-9fa9-c32b2b7b4f69,1,female,21.0,0,0,7.65,Third,Southampton
e94fc7fc-31b1-495b-8f73-2b2fa1de184c,1,male,,0,0,7.775,Third,Southampton
1eee7004-e746-4576-9202-b0a5c19d3312,0,male,38.0,0,0,7.8958,Third,Southampton
a013772f-93cb-430a-b86c-16c97ae298f0,1,female,,1,0,24.15,Third,Queenstown
731d8ce9-c5dd-4a06-b488-78d81dd7d5ff,0,male,47.0,0,0,52.0,First,Southampton
4b7a7bec-bd8d-4e27-829d-3fafc51448ea,0,female,14.5,1,0,14.4542,Third,Cherbourg
ccbab1d3-1402-41de-9a1c-64fabf2c9c9d,0,male,22.0,0,0,8.05,Third,Southampton
a2ea798f-e8f4-419e-b99d-b80211211f94,0,female,20.0,1,0,9.825,Third,Southampton
751228af-19b3-4ff8-8c43-32191ce33a72,0,female,17.0,0,0,14.4583,Third,Cherbourg
e4c7b64e-37fd-4fd6-b1e4-2c7c0910af4a,0,male,21.0,0,0,7.925,Third,Southampton
054c3dcf-26ba-420f-80f7-261499784b84,0,male,70.5,0,0,7.75,Third,Queenstown
581b8975-6b97-416b-81e0-6edc02b45e33,0,male,29.0,1,0,21.0,Second,Southampton
e8281711-bced-43bc-98d1-0e84e121a133,0,male,24.0,0,1,247.5208,First,Cherbourg
3303d873-fe93-48a1-9195-3c506411faab,0,female,2.0,4,2,31.275,Third,Southampton
39d49580-dd0d-4e42-af4c-2a0b2819ec03,0,male,21.0,2,0,73.5,Second,Southampton
40e02932-8f64-44f4-b4c7-3a98e7375467,0,male,,0,0,8.05,Third,Southampton
b2bb29dc-c460-49ec-8e15-b2056fed6d98,0,male,32.5,1,0,30.0708,Second,Cherbourg
61f54301-782c-4189-a5e9-7dfe3c3061e1,1,female,32.5,0,0,13.0,Second,Southampton
f326e319-e3f1-4e1f-863b-e6bbb148bfc5,0,male,54.0,0,1,77.2875,First,Southampton
b80864ad-1723-4f5d-b298-c19df178c941,1,male,12.0,1,0,11.2417,Third,Cherbourg
f8339cb4-3bde-4677-9d83-3996ed8f925f,0,male,,0,0,7.75,Third,Queenstown
e2563f00-8823-43f7-8dd5-b5bc1f77ffb9,1,male,24.0,0,0,7.1417,Third,Southampton
ba6fd484-6b6e-4b16-ac25-745fd3a9a4e5,1,female,,1,1,22.3583,Third,Cherbourg
b2ba5305-3931-4874-aa64-fcbd7b71a600,0,male,45.0,0,0,6.975,Third,Southampton
62c5e87d-963a-455a-aef6-d6aae989435d,0,male,33.0,0,0,7.8958,Third,Cherbourg
a7bfd8f5-41a7-4903-942a-9aad73530e27,0,male,20.0,0,0,7.05,Third,Southampton
d4ceb3f7-c206-4dab-85db-85a94987d541,0,female,47.0,1,0,14.5,Third,Southampton
9066bdf1-522f-47ec-91c6-04a5cb6acf42,1,female,29.0,1,0,26.0,Second,Southampton
0cdfb1ac-ecf9-42b6-bfd8-39acf8f41726,0,male,25.0,0,0,13.0,Second,Southampton
f7d708c2-8dcc-4e4a-ad12-99abb9f06ba0,0,male,23.0,0,0,15.0458,Second,Cherbourg
c2aa74a0-4258-486e-bbdc-a03e2811e1ad,1,female,19.0,0,2,26.2833,First,Southampton
5918beb0-2660-4328-8a59-905a6e1663ae,0,male,37.0,1,0,53.1,First,Southampton
3e89ca0e-19ef-4abb-b08e-8281772127f2,0,male,16.0,0,0,9.2167,Third,Southampton
48b8c00a-39fd-485e-bbe8-ddc7bd688ffa,0,male,24.0,0,0,79.2,First,Cherbourg
a4efc4cc-9377-489a-90fe-ac2b39403d57,0,female,,0,2,15.2458,Third,Cherbourg
8b82225b-3168-49c8-969b-383d5785e95b,1,female,22.0,0,0,7.75,Third,Southampton
ea151dbb-d9d1-426d-8566-b9f04aa06fba,1,female,24.0,1,0,15.85,Third,Southampton
f3be7755-9e1b-4235-b7a9-80c390703235,0,male,19.0,0,0,6.75,Third,Queenstown
71d9d467-f777-450f-aa31-afc994645c33,0,male,18.0,0,0,11.5,Second,Southampton
4ada677f-bcb7-42c6-8ecd-c7aa26895cd1,0,male,19.0,1,1,36.75,Second,Southampton
e7b936eb-0d44-4a25-8832-064c84b0a5c8,1,male,27.0,0,0,7.7958,Third,Southampton
8af8e7d6-2c19-48e2-b7c2-e42214e5d912,0,female,9.0,2,2,34.375,Third,Southampton
8c9ddabb-138d-4478-acf8-100fa58338c9,0,male,36.5,0,2,26.0,Second,Southampton
71df81ae-6e64-4133-945c-fbf8652728f5,0,male,42.0,0,0,13.0,Second,Southampton
0ee0a6ce-7ad4-47a7-8819-16bd35fccd7e,0,male,51.0,0,0,12.525,Second,Southampton
0a668bd1-3d30-4b53-b18f-29811bfc9ab6,1,female,22.0,1,0,66.6,First,Southampton
ac350a01-3a4a-4095-a5db-336b048ee6ec,0,male,55.5,0,0,8.05,Third,Southampton
d78d641b-37eb-4eca-b851-d7a08c2abd84,0,male,40.5,0,2,14.5,Third,Southampton
da3f64cb-ce3a-4fe2-a39d-3ca030d1fc4a,0,male,,0,0,7.3125,Third,Southampton
6ff2c79e-7d8f-4abb-be23-9470b4c89407,0,male,51.0,0,1,61.3792,First,Cherbourg
df46e46b-eff7-47b6-956c-0384495de6ba,1,female,16.0,0,0,7.7333,Third,Queenstown
267068bb-1c46-4114-9460-fe9b6ab54dda,0,male,30.0,0,0,8.05,Third,Southampton
10726dc0-5eb1-4e07-8241-6e3765f3be29,0,male,,0,0,8.6625,Third,Southampton
6f58f822-7914-4673-8eae-89b0cfc855ad,0,male,,8,2,69.55,Third,Southampton
cb47c3e0-47da-480f-9029-ab4210d405d7,0,male,44.0,0,1,16.1,Third,Southampton
c0fd6661-e1a3-46a9-bf40-fef0cfafc049,1,female,40.0,0,0,15.75,Second,Southampton
43733f2b-77d3-4be4-ae77-10df40a347f7,0,male,26.0,0,0,7.775,Third,Southampton
05dad57e-e674-4900-b93b-bb4f569ff0c8,0,male,17.0,0,0,8.6625,Third,Southampton
3e8042bf-a4da-4e14-aa6d-64a14d78939e,0,male,1.0,4,1,39.6875,Third,Southampton
0e75fd4b-d9de-41e3-9e74-b55465af09d3,1,male,9.0,0,2,20.525,Third,Southampton
fca49016-216f-483c-a1fa-51e8790d7eac,1,female,,0,1,55.0,First,Southampton
c0dc562b-270f-4d0a-81b3-47905c764a74,0,female,45.0,1,4,27.9,Third,Southampton
acaf6050-154b-4d81-8ea3-6f2fc4fb6b8f,0,male,,0,0,25.925,First,Southampton
bc84c8be-3a40-4919-adb4-46d7858109c4,0,male,28.0,0,0,56.4958,Third,Southampton
20c9c59e-ac8d-4144-bb48-892a753f3b47,0,male,61.0,0,0,33.5,First,Southampton
2cf5f604-d06b-471a-8822-9d969705e033,0,male,4.0,4,1,29.125,Third,Queenstown
d4bf5ab1-f1bd-4d82-bbe3-2962a6d53684,1,female,1.0,1,1,11.1333,Third,Southampton
4d6c3b23-8dc2-422e-a8da-6652f3193a1e,0,male,21.0,0,0,7.925,Third,Southampton
c326c3f6-1291-4e78-bc87-572ad1afce1c,0,male,56.0,0,0,30.6958,First,Cherbourg
c970f1d4-a935-453f-b8fd-8a8a18fc63a4,0,male,18.0,1,1,7.8542,Third,Southampton
9f908161-17fa-4bd9-a363-5a58c692aa96,0,male,,3,1,25.4667,Third,Southampton
188c301b-6df3-4783-aac8-89df289eb712,0,female,50.0,0,0,28.7125,First,Cherbourg
f373a28e-c84e-478b-a81c-8755e22669d8,0,male,30.0,0,0,13.0,Second,Southampton
2875b775-ddad-4324-a3c7-6d6836f55ed0,0,male,36.0,0,0,0.0,Third,Southampton
759f0bb0-3852-41c3-b1be-fa6f0198a3db,0,female,,8,2,69.55,Third,Southampton
efab8635-5bf6-477b-855d-83cf612c1b24,0,male,,0,0,15.05,Second,Cherbourg
842edda7-87d6-49fa-9eb3-8d73ec43eebe,0,male,9.0,4,2,31.3875,Third,Southampton
4c45cf35-8d7d-4fea-b16b-08f3764926bb,1,male,1.0,2,1,39.0,Second,Southampton
7d78afb0-9ede-409c-9e14-9cdd6a5bdeff,1,female,4.0,0,2,22.025,Third,Southampton
c018d5b5-7de9-454c-b784-149d8e9ee606,0,male,,0,0,50.0,First,Southampton
74be0a85-0588-4b04-8004-1cbda90b138e,1,female,,1,0,15.5,Third,Queenstown
e0792172-09a2-4a1f-87d7-caeefab655fc,1,male,45.0,0,0,26.55,First,Southampton
d702c2a7-4dab-4cf1-a601-fff10b4d4697,0,male,40.0,1,1,15.5,Third,Queenstown
2e88eec0-7329-42fc-a755-3d11f5a1c68c,0,male,36.0,0,0,7.8958,Third,Southampton
0df7e91a-4274-4026-adf3-b1a08d680be1,1,female,32.0,0,0,13.0,Second,Southampton
b1044762-64e1-4259-8660-9c70f4549060,0,male,19.0,0,0,13.0,Second,Southampton
0fdc79ca-3719-4c4b-97fa-380c440f4096,1,female,19.0,1,0,7.8542,Third,Southampton
015ef17d-8360-430a-97b2-81d13fcf1674,1,male,3.0,1,1,26.0,Second,Southampton
594542d8-8ff1-4c2d-865a-7f90a26e733e,1,female,44.0,0,0,27.7208,First,Cherbourg
3661c590-c28d-419e-b1dd-a8584ded989d,1,female,58.0,0,0,146.5208,First,Cherbourg
ed68dc33-1124-4f03-9151-d7d0435ea147,0,male,,0,0,7.75,Third,Queenstown
1bf13b89-a389-4ddc-8161-c849b95b9f0a,0,male,42.0,0,1,8.4042,Third,Southampton
71856f97-edee-44ef-bc3d-da353b6daa92,1,female,,0,0,7.75,Third,Queenstown
9425f62b-49f5-4351-ab28-eba3f84b4545,0,female,24.0,0,0,13.0,Second,Southampton
3544b4b8-8ebf-4f57-af6d-148c45529c70,0,male,28.0,0,0,9.5,Third,Southampton
6bc5a0d6-916a-4ee6-b780-61fcd4155e60,0,male,,8,2,69.55,Third,Southampton
46564847-c080-497f-90c0-4b6a6f5316df,0,male,34.0,0,0,6.4958,Third,Southampton
dbeb01d3-5986-4021-945b-53bad34f6d92,0,male,45.5,0,0,7.225,Third,Cherbourg
edb23a76-d33b-4e5f-9f25-4dbfb5d9f693,1,male,18.0,0,0,8.05,Third,Southampton
18c852b9-9e77-4dcf-b78d-6af460245952,0,female,2.0,0,1,10.4625,Third,Southampton
4e75207d-736b-4996-9fe3-9485f550d10c,0,male,32.0,1,0,15.85,Third,Southampton
06262db8-44eb-4ebf-82a2-7ba489484a1f,1,male,26.0,0,0,18.7875,Third,Cherbourg
e2f703c4-43ad-4200-acb6-c964c5e34983,1,female,16.0,0,0,7.75,Third,Queenstown
9571485b-651d-4315-8fe2-dbaea5eb9ea9,1,male,40.0,0,0,31.0,First,Cherbourg
f8a18d0a-d34d-4977-9f74-21ee5a01f9e0,0,male,24.0,0,0,7.05,Third,Southampton
cc264710-3ae0-48e8-86ee-71b528d05d57,1,female,35.0,0,0,21.0,Second,Southampton
ab0e6781-c3ee-431a-9c94-d2050a92835d,0,male,22.0,0,0,7.25,Third,Southampton
4ea913cc-2b4a-4696-8e42-4b46de6c593a,0,male,30.0,0,0,13.0,Second,Southampton
ff4c5bd2-a58f-4d1b-9ba9-98c963e6a1f1,0,male,,1,0,7.75,Third,Queenstown
1a68e333-6976-4084-bc76-cfe36d5987d2,1,female,31.0,1,0,113.275,First,Cherbourg
5b11cca5-e5d0-4eb0-9736-fc0f877a0c17,1,female,27.0,0,0,7.925,Third,Southampton
b2ceca58-c32f-42db-8b2c-49db33ac6442,0,male,42.0,1,0,27.0,Second,Southampton
bec85a69-9275-4e54-8844-a26f9f30a42e,1,female,32.0,0,0,76.2917,First,Cherbourg
872174ea-26d5-4446-b67c-01bf65f5afb3,0,male,30.0,0,0,10.5,Second,Southampton
9de751c9-09c2-4793-b152-e817975ee39e,1,male,16.0,0,0,8.05,Third,Southampton
516ab280-5f01-4f7d-8012-100a7599b9ce,0,male,27.0,0,0,13.0,Second,Southampton
d6e88707-56cd-45b5-98df-f5808911cba2,0,male,51.0,0,0,8.05,Third,Southampton
2ed775cf-4c0e-4921-ae68-47c52e87b943,0,male,,0,0,7.8958,Third,Southampton
6001ff20-029d-4c18-a80a-036c5d61f2da,1,male,38.0,1,0,90.0,First,Southampton
aac66c55-758a-4d1f-b6cb-2093b72d3bb9,0,male,22.0,0,0,9.35,Third,Southampton
ab0a9fac-cf6e-4125-aef5-94ae0d3ced49,1,male,19.0,0,0,10.5,Second,Southampton
7c3ed5ed-5cf1-473d-9024-cd3af961a3f3,0,male,20.5,0,0,7.25,Third,Southampton
3b4ad225-167f-482e-ac5c-0a7de235cb2e,0,male,18.0,0,0,13.0,Second,Southampton
08e97b4d-4858-46a5-be76-e6c292e0abce,0,female,,3,1,25.4667,Third,Southampton
165c436f-66b2-43e1-bc7d-cf90369e5f86,1,female,35.0,1,0,83.475,First,Southampton
5ec38b6d-fa6e-4d56-816f-999196b3ba20,0,male,29.0,0,0,7.775,Third,Southampton
73ef40c8-6e4d-44a5-b4e1-302f409457b7,0,male,59.0,0,0,13.5,Second,Southampton
02a7492c-43de-4bc7-bc8d-2e8a97831970,1,female,5.0,4,2,31.3875,Third,Southampton
f984f1c1-1cbe-42f9-aa0d-6c8b0eb58d00,0,male,24.0,0,0,10.5,Second,Southampton
c1350e66-307c-42b3-b9ad-94791ffaa076,0,female,,0,0,7.55,Third,Southampton
7fc9fe92-16dd-4ae8-ab4b-61777ebc09af,0,male,44.0,1,0,26.0,Second,Southampton
c1f02afa-8afe-462e-8419-ef8589424f06,1,female,8.0,0,2,26.25,Second,Southampton
711746e4-3acf-45f5-9dd4-9f4b830b3278,0,male,19.0,0,0,10.5,Second,Southampton
e7d9f651-11f2-4602-ba2c-eece3a11e79b,0,male,33.0,0,0,12.275,Second,Southampton
f8295180-be76-4781-87d2-11c2a92c2f5b,0,female,,1,0,14.4542,Third,Cherbourg
da471c1e-8dd5-4d35-8187-7c5f07479f99,1,female,,1,0,15.5,Third,Queenstown
db81175a-fb16-4bb7-89cf-d3fdab8b1ada,0,male,29.0,0,0,10.5,Second,Southampton
a0866605-08ee-4af4-aef1-087cc2f31cdd,0,male,22.0,0,0,7.125,Third,Southampton
b6870d23-372e-45cc-8943-86be585638bc,0,male,30.0,0,0,7.225,Third,Cherbourg
c11352db-0c92-45fc-a4d3-46846f7573c2,0,male,44.0,2,0,90.0,First,Queenstown
ec4e2fbc-056c-46a2-807e-457691eb23ac,0,female,25.0,0,0,7.775,Third,Southampton
cf62026a-b017-4b0c-9633-8309981cdc8e,1,female,24.0,0,2,14.5,Second,Southampton
6d4c25a5-4a9c-4b80-9852-d1ef22ebb846,1,male,37.0,1,1,52.5542,First,Southampton
a4780594-d675-4bc4-a792-2c7420329f14,0,male,54.0,1,0,26.0,Second,Southampton
9eb6bf1e-dbc7-4518-b976-ebe53b91e093,0,male,,0,0,7.25,Third,Southampton
2ed808e5-4f92-4761-884f-2486dcfa60ad,0,female,29.0,1,1,10.4625,Third,Southampton
4d625deb-be75-45c0-8fcc-ca3411f8fd2c,0,male,62.0,0,0,26.55,First,Southampton
17023561-4f24-47cf-a322-ab66f7e2bddc,0,male,30.0,1,0,16.1,Third,Southampton
85c1c665-f755-4622-b36f-b533e99e2833,0,female,41.0,0,2,20.2125,Third,Southampton
906bdcee-b832-41ba-beb7-a9ef652e9c26,1,female,29.0,0,2,15.2458,Third,Cherbourg
f1fb1939-5e03-452d-9987-15330a0de2cd,1,female,,0,0,79.2,First,Cherbourg
1da1b30f-0d59-4fae-91f1-0c1bb9441ba2,1,female,30.0,0,0,86.5,First,Southampton
5ad90b25-4c54-48f8-b3c7-b6376e96d4ee,1,female,35.0,0,0,512.3292,First,Cherbourg
fda40ec4-cff3-447e-a12d-f2391ac2a016,1,female,50.0,0,1,26.0,Second,Southampton
e52f2bb9-b5c1-49e5-a538-ce7776a17666,0,male,,0,0,7.75,Third,Queenstown
cc7670bb-2aac-4528-942d-1633a788501f,1,male,3.0,4,2,31.3875,Third,Southampton
f7aed616-dacf-49d9-9078-5cd051cf3a72,0,male,52.0,1,1,79.65,First,Southampton
e53480d0-1e01-4c57-9c2e-1f61360a8873,0,male,40.0,0,0,0.0,First,Southampton
06823be3-216e-4329-b038-c0c25e258bc6,0,female,,0,0,7.75,Third,Queenstown
1d2895d2-1d26-4b4b-9086-a4b36f55efa4,0,male,36.0,0,0,10.5,Second,Southampton
9147ce2f-892a-4907-8362-3f7af37bf643,0,male,16.0,4,1,39.6875,Third,Southampton
14d1e295-41de-477a-a7d2-9c519ffc5812,1,male,25.0,1,0,7.775,Third,Southampton
cb68c97c-4fc8-4621-9322-f80363cb3d5d,1,female,58.0,0,1,153.4625,First,Southampton
9723ad3f-e1ae-4cb5-a420-4f6ccef3772f,1,female,35.0,0,0,135.6333,First,Southampton
9b73b8a5-e498-4c59-9f63-bdbabc1493c5,0,male,,0,0,31.0,First,Southampton
79d2c4ba-2381-4b93-982b-8bdeccfc9632,1,male,25.0,0,0,0.0,Third,Southampton
